Month,BB,SUN,JASMY,KNC,RUNE,PHA,POND,STRAX,AAVE,ICP,OGN,BURGER,PHB,WAXP,BNX,PIXEL,STRK,GFT,LISTA,WOO,TWT,UNI,GTC,ETC,LRC,IOST,FIDA,ADX,ASTR,FLOW,BNB,ANKR,FUN,DIA,RPL,NOT,ALGO,ALT,SFP,FDUSD,PEPE,SYS,BETA,AI,KDA,DENT,ACM,ARB,USTC,TRX,MEME,BIFI,LQTY,TON,ENS,SNX,UTK,XRP,ARDR,MLN,TROY,TNSR,LEVER,GHST,C98,MANA,ROSE,AST,AMP,AUCTION,TLM,ARPA,CHR,BEL,ACA,STX,VIB,LINA,OP,ATOM,CELO,MAGIC,QTUM,MOVR,IQ,FXS,DAR,FARM,FLUX,XTZ,NKN,SAND,PIVX,NFP,POLYX,ALPACA,UNFI,ATA,BTTC,RDNT,AR,PAXG,PORTO,PYR,CLV,TFUEL,RVN,DF,LAZIO,ALICE,SLF,STG,ACH,KEY,AMB,HIGH,BLZ,CTSI,ELF,HIFI,ONE,BAR,DCR,WBETH,PROS,EURI,UFT,DODO,GLM,ENJ,TAO,GAS,HIVE,LUNC,BONK,RENDER,WRX,DATA,GMX,IOTA,W,BAKE,LTC,JUP,API3,RAD,JTO,YFI,QKC,BADGER,BOME,BAL,ETH,PDA,NTRN,COMP,RSR,CHESS,SXP,WING,HARD,TRU,BSW,AUDIO,SAGA,IDEX,CTK,RONIN,CELR,AXL,OMNI,REZ,OM,OXT,FLM,ALPINE,OOKI,QI,TRB,ZK,FTM,NEXO,BAND,JST,FET,REI,APT,OSMO,GALA,SHIB,RIF,DEGO,XVG,FIL,SUSHI,WAN,STORJ,BLUR,PERP,ZRX,COMBO,ETHFI,BICO,AKRO,ZIL,ID,RARE,THETA,1000SATS,STEEM,CKB,FIO,LTO,XEC,POWR,REN,FTT,CYBER,AGLD,EOS,BTC,RAY,VTHO,STPT,ONT,ADA,LOKA,CITY,ERN,METIS,REQ,DEXE,XAI,USDC,SANTOS,HBAR,AEUR,TUSD,ZRO,PROM,WBTC,MDT,HOT,PYTH,EUR,IO,AEVO,T,IOTX,PEOPLE,QNT,XLM,SLP,JUV,AVA,LUNA,ZEN,MKR,SSV,DUSK,ALPHA,XVS,VOXEL,MANTA,MTL,VITE,CVC,SNT,AVAX,DYDX,ASR,BEAMX,COS,VET,YGG,NULS,OAX,TKO,MINA,VIDT,FLOKI,SOL,BCH,SYN,ORN,EDU,FIS,MBL,USDP,BNT,ACE,SEI,SUPER,SPELL,WIF,MASK,GNS,SKL,SC,DOT,WIN,DOGE,APE,OG,MBOX,G,DOGS,HOOK,FIRO,LSK,LIT,RLC,BAT,PUNDIX,SUI,AERGO,ARKM,NMR,PSG,LPT,1INCH,STMX,GNO,CAKE,PENDLE,KAVA,KSM,DYM,GLMR,CHZ,ICX,IRIS,NEAR,VANRY,DASH,JOE,INJ,CTXC,MAV,KP3R,ILV,SCRT,ENA,ALCX,PORTAL,VIC,CREAM,ZEC,ARK,GRT,CRV,XNO,ONG,NEO,KMD,COTI,WLD,GMT,BANANA,TIA,AXS,UMA,DGB,LINK,KLAY,CVX,ATM,MATIC,CFX,LDO,IMX,ORDI,HFT,FORTH,QUICK,EGLD
2020-08-01,,,,1.802,,,,,,,0.4127,,,,,,,,,,,,,6.5858,0.21671,0.007111,,,,,23.1477,0.013371,0.005,,,,0.5021,,,,,,,,,0.0003099,,,,0.02917,,,,,,7.336,,0.28115,0.08595,,0.006869,,,,,0.09846,,,,,,0.04402,0.06479,,,0.2496,,,,7.205,,,3.359,,,,,,,3.2432,0.03182,0.070005,,,,,,,,,,1971.48,,,,0.010737,0.02243,,,,,,,0.004266,,,0.16046,0.08394,,,0.01009,,17.062,,,,,,,0.21423,,,0.2438,,,,0.13608,0.06097,,0.3613,,,60.92,,,,,34835.3,,,,32.814,433.79,,,243.14,0.02841,,2.848,,,,,,,,,,0.01098,,,,,,,,,,68.369,,0.03925,,13.0663,0.05885,0.11328,,,,,,,,,,,0.3831,0.6033,,,0.6121,,,,,0.02241,,,0.47619,,,,,0.10521,,,0.52799,4.208,,,3.2081,11649.51,,0.00128,0.0317,0.8817,0.12253,,,,,,,,0.9997,,0.0456,,0.9996,,,,0.01847,0.0007249,,1.1868,,,,0.011449,,,0.09678,,,,0.5097,8.481,681.61,,0.0927,,,,,0.3732,0.03129,0.04371,,,,,,0.01008,0.017372,,0.4623,,,,,,4.7435,273.5,,,,,0.001993,,1.7708,,,,,,,,,0.004561,6.2718,0.0001307,0.0032073,,,,,,,,1.7822,,1.6045,0.3478,,,,,55.249,,,,0.00291,,,,3.8726,,,,0.01483,0.5953,0.1164,,,86.1,,,0.1494,,,,,,,,,,78.29,,,4.337,,0.1904,20.443,0.8003,0.08627,,,,,,,0.02697,15.5772,,,,0.02652,,,,,,,,
2020-09-01,,18.318,,0.98,0.4848,,,,,,0.2352,,,,,,,,,,,4.1554,,5.3972,0.21562,0.005923,,,,,29.2656,0.007805,0.00306,1.438,,,0.3469,,,,,,,,,0.0002177,,,,0.02621,,,,,,4.738,,0.24171,0.05088,,0.0033,,,,,0.08434,,,,,,0.02315,0.034,1.4274,,0.1614,,,,5.372,,,2.435,,,,,,,2.2004,0.01898,0.046153,,,,,,,,,,1901.34,,,,0.010661,0.01414,,,,,,,0.002432,,,0.11476,0.049,,,0.00568,,11.673,,,,,,,0.16054,,,0.1526,,,,0.09914,0.04083,,0.2833,,,46.24,,,,,23822.04,,,,15.671,359.83,,,133.43,0.0096,,1.743,16.547,,,,,,,,,0.00533,,,,,0.2907,0.6295,,,,22.403,,0.0391,,6.49,0.03552,0.06888,,,,,,,,,,1.283,0.2985,0.5129,,,0.4091,,,,,0.01955,,,0.74859,,,,0.1214,0.07152,,,0.23826,3.654,,,2.5777,10776.59,,0.000742,0.01825,0.6278,0.10136,,,,,,,,0.9999,,0.03168,,1.0,,,,0.01352,0.0004804,,1.166,,,,0.008075,,,0.07484,,,,0.3348,5.711,571.45,,0.0447,,,,,0.3121,0.01754,0.02641,,4.3293,,,,0.00855,0.013519,,0.2778,,,,,,2.8967,227.96,,2.8637,,,0.001644,,1.1586,,,,,,,,,0.003074,4.3458,8.74e-05,0.002635,,,,,,,,1.1767,,0.9046,0.2394,,,,,30.824,,,,0.002092,,,,2.2884,33.8,,,0.011567,0.4206,0.0705,,,69.17,,,0.0947,,,,,,,,,,64.1,,,0.949,,0.1356,19.078,0.5714,0.03913,,,,,,8.878,0.02657,9.8694,,,,0.02014,,,,,,,,10.36
2020-10-01,,8.925,,0.787,0.4056,,,,29.7,,0.1348,,,,,,,,,,,2.2662,,5.2734,0.142,0.004855,,,,,28.5058,0.007167,0.003188,1.09,,,0.2488,,,,,,,,,0.0001862,,,,0.02576,,,,,,3.017,0.0969,0.23968,0.04728,,0.0026928,,,,,0.0653,,,,,,0.01575,0.02359,0.7904,,0.1605,,,,4.616,,,1.964,,,,,,,1.977,0.01937,0.035404,,,,,,,,,,1895.55,,,,0.009301,0.01131,,,,,,,0.002216,,,0.05991,0.02967,,,0.00441,,12.262,,,,,,,0.12736,,,0.118,,,,0.07915,0.03493,,0.2539,,,55.72,,,,,10492.89,,,,9.9,386.46,,,90.83,0.01158,,0.823,8.996,,,,0.11159,,,0.8645,,0.00341,,,,,0.218,0.1518,,,,20.743,,0.01669,,4.346,0.02227,0.04405,,,,,,,,,31.2848,0.606,0.2453,0.3178,,,0.3219,,,,,0.01773,,,0.61054,,,,0.078,0.06061,,,0.28544,3.705,,,2.528,13791.0,,0.000571,0.01464,0.4437,0.093,,,,,,,,0.999,,0.02948,,0.9992,,,,0.0115,0.0004499,,1.1621,,,,0.007415,,,0.07775,,,,0.3032,5.62,523.63,,0.0464,0.02848,2.67,,,0.2838,0.01604,0.02552,,3.6456,,,,0.00578,0.009895,,0.1965,,,,,,1.5497,262.01,,1.4161,,,0.001365,,0.5863,,,,,,,,,0.00247,4.1854,8.3e-05,0.0025666,,,,,,,,1.029,,0.727,0.1853,,,,,23.233,,,,0.001915,,,,1.4424,30.46,,,0.009405,0.3181,0.04755,0.6385,,70.08,,0.7841,0.0769,,,,,,,,,,58.16,,,0.418,,0.1058,14.702,0.4349,0.02896,,,,,,6.738,0.01976,11.2277,,,,0.01374,,,,,,,,7.338
2020-11-01,,10.258,,1.058,0.8579,,,0.6366,76.0,,0.1508,,,,,,,,,,,3.7824,,6.7458,0.20138,0.006207,,,,,31.4935,0.009648,0.0042,1.589,,,0.3289,,,,,,,,,0.0002246,,,,0.03236,,,,,,4.74,0.128,0.66417,0.07399,,0.0030336,,,,,0.08839,0.0371,,,,,0.02343,0.02738,1.0366,,0.242,,,,5.571,,,2.932,,,,,,,2.4914,0.02224,0.048467,,,,,4.1456,,,,,1797.62,,,,0.009765,0.01457,,,,,,,0.0026,,,0.0772,0.0436,,,0.00559,,24.684,,,,,,,0.14889,,,0.1248,,,,0.08158,0.04129,,0.3523,,,87.65,,,,,26470.4,,,,14.879,616.66,,,111.96,0.02146,,0.979,10.038,0.5379,,,0.12508,,,1.136,,0.00575,,,,,0.316,0.1887,,,,26.205,,0.02105,,6.2369,0.02335,0.05069,,,,,,,,,30.3751,1.578,0.3529,0.3535,,,0.4292,,,,0.009902,0.02933,,,0.6428,,,,0.0784,0.13873,,,0.33615,4.681,,,3.2615,19695.87,,0.000812,0.01833,0.5979,0.17204,,,,,,,,0.9995,,0.03456,,0.9996,,,,0.01715,0.0006355,,1.1974,,,,0.007966,,,0.20295,,,0.874,0.3998,15.054,568.12,,0.0503,0.22945,3.002,,,0.3481,0.01624,0.08159,,3.7024,,,,0.00639,0.015972,,0.2636,,,,,,1.9665,317.49,,3.1015,,,0.001571,,1.0167,,,,,,,,,0.003374,5.3767,7.973e-05,0.003561,,,,,,,,1.3304,,1.0271,0.2438,,,,,33.535,,,,0.002375,,,,1.6822,52.123,,,0.012177,0.4394,0.06031,1.0779,,112.83,,1.1879,0.0859,,,,,,,,,,78.91,,,0.675,,0.2661,18.577,0.5899,0.04704,,,,,0.4567,8.116,0.02384,14.2677,,,,0.0196,,,,,,,,9.183
2020-12-01,,6.505,,0.799,1.1699,,,0.4752,88.48,,0.1133,,,,,,,,,,,5.1501,,5.6562,0.16955,0.005673,,,,,37.3588,0.008425,0.004964,1.161,,,0.3353,,,,,,,,,0.000189,,,,0.02677,,,,,,7.23,0.1202,0.21959,0.07162,,0.0023336,,,,,0.07776,0.04159,,,,,0.02389,0.02133,0.8622,,0.396,,,,6.465,,,2.222,,,,,,,2.0107,0.01701,0.0357,,,,,5.3424,,,,,1932.98,,,,0.03333,0.01254,,,,,,,0.001946,,,0.06044,0.04034,,,0.00423,,40.729,,,,,,,0.12977,,,0.115,,,,0.06523,0.0368,,0.2964,,,124.21,,,,,22687.96,,,,13.689,736.42,,,149.02,0.02003,,0.742,13.062,0.4446,,,0.1531,,,0.8485,,0.00443,,,,,0.2229,0.125,,,,17.738,,0.0169,,5.3492,0.02216,0.05152,,,,,,,,,24.3284,2.868,0.3113,0.2909,,,0.3548,,,,0.008462,0.08257,,,1.86224,,,,0.0609,0.13166,,,0.322,5.758,,,2.5911,28923.63,,0.000715,0.01667,0.4413,0.18134,,,,,,,,0.9986,,0.03184,,0.9986,,,,0.02297,0.0005849,,1.2196,,,,0.006372,,,0.12762,,12.089,0.7211,0.654,11.608,585.73,,0.0451,0.18462,3.507,,,0.4065,0.01288,0.08419,,3.1859,,6.97,,0.00706,0.018754,,0.2112,,,,,,1.5073,342.15,,2.128,,,0.001435,,1.2628,,,,,,,,0.07878,0.003114,9.2619,5.883e-05,0.0046709,,6.274,,,,,,1.1508,,0.7323,0.1996,,,,,22.394,12.324,,1.3637,0.002228,,,,1.2919,71.908,,,0.021256,0.4665,0.04036,1.3917,,99.45,,4.0482,0.0789,,,,,,,,,,63.91,,0.35046,0.627,,0.186,14.256,0.5137,0.04738,,,,,0.53785,7.622,0.02493,11.2364,,,8.117,0.01758,,,,,,,,24.673
2021-01-01,,9.845,,1.291,3.611,,,0.7999,299.601,,0.2047,,,,,,,,,,0.2907,17.7246,,7.4155,0.494,0.015755,,,,,44.3292,0.011557,0.028081,1.843,,,0.6516,,,,,,,,,0.0003613,,,,0.03154,,,,,,17.194,0.2479,0.49507,0.079,,0.0042344,,,,,0.15468,0.05729,,,,,0.02543,0.0373,1.6194,,0.4276,,,,8.145,2.8041,,3.283,,,,,,,2.8444,0.02897,0.083188,,,,,9.7927,,,,,1878.12,,,,0.027867,0.0245,,,,,,,0.002889,,,0.13401,0.06965,,,0.00861,,65.758,,,,,,,0.34366,,,0.14,,,,0.10439,0.0591,,0.4079,,,129.36,,,,,30114.54,,,,26.482,1312.55,,,347.19,0.03363,,1.356,16.248,0.7907,0.2493,,0.21354,,,0.9186,,0.00865,,,,,0.3077,0.2417,,,,29.968,,0.128,,9.0077,0.03084,0.09803,,,,,,0.1611,,,22.2488,10.121,0.4156,0.4292,,,0.7064,,,,0.018165,0.06918,,,1.91015,,,0.005313,0.0744,0.1963,,,0.6309,11.09,,,2.9297,33092.98,,0.001329,0.0216,0.5792,0.34475,,,,,,,,0.9991,,0.08251,,0.9992,,,,0.02345,0.0007528,,1.2094,,,,0.011453,,,0.30704,,7.783,1.658,1.458,35.327,1479.79,,0.0723,2.04791,10.276,,,0.4189,0.02412,0.15174,,13.4704,,3.627,,0.00955,0.025397,,0.2986,,,,,,4.2525,399.3,,3.4066,,,0.001562,,1.8758,,,,,,,,0.13373,0.007422,16.1128,0.00010564,0.037,,3.479,,,,,3.957,1.3222,,1.1915,0.3028,,,,,26.933,7.977,,4.9309,0.003178,,,,2.2199,97.717,,,0.021611,0.7202,0.06491,2.1441,,102.42,,9.5066,0.1284,,,,,,,,,,85.65,,0.79448,2.511,,0.2027,22.276,0.7185,0.06403,,,,,0.80531,11.098,0.02838,22.5613,,,4.219,0.03831,,,,,,,,63.399
2021-02-01,,12.734,,1.569,4.35,,,1.0806,354.155,,0.3401,,,,,,,,,,0.4605,22.2098,,10.3656,0.51893,0.035048,,,,,210.2138,0.026126,0.026864,2.06,,,1.0218,,1.47,,,,,,,0.001486,9.425,,,0.04562,,,,,,18.727,0.3157,0.41565,0.15629,,0.0070742,,,,,0.23691,0.09079,,,,,0.03345,0.0503,1.9204,,0.9315,,,,17.649,3.818,,4.855,,,,,,,3.4257,0.04259,0.220365,,,,,35.7586,,,,,1744.61,,,,0.092106,0.13087,,,,,,,0.007181,,,0.17114,0.1719,,,0.02414,,134.67,,,,,3.62,,0.57548,,,0.2931,,,,0.24591,0.07973,,1.1247,,,165.22,,,,,30722.16,,,,34.473,1419.18,,,405.12,0.05285,,1.991,20.797,1.2827,0.2731,,0.37965,,,1.5623,,0.02342,,,,,0.4515,0.3188,,,,31.766,,0.423,,11.8328,0.04483,0.24682,,,,,,0.2402,,,35.9652,15.082,0.7428,0.6431,,,1.2115,,,,0.030423,0.10752,,,3.13475,,,0.010035,0.2331,0.3057,,,1.047,25.915,,,3.4765,45135.66,,0.004118,0.03855,0.8473,1.31203,,,,,,,,0.9983,,0.11484,,0.9983,,,,0.04325,0.0024256,,1.2062,,,,0.0206,,,0.40587,,9.183,2.49,5.3531,41.904,2036.47,,0.1901,1.24462,46.02,,,1.2929,0.02861,0.33494,,23.9566,,6.447,,0.01281,0.039735,,0.4872,,,,,,13.0887,460.12,,11.2458,,,0.002939,,4.821,,,,,,,,0.20902,0.009637,33.8,0.00019915,0.0481582,,4.616,,,,,5.187,2.9052,6.9102,1.2983,0.528,,,,,39.473,9.092,,3.8407,0.009027,,9.379,,3.3486,212.588,,,0.050737,1.3919,0.10178,3.8234,,196.77,,12.198,0.1885,,,,,,,,,,111.31,,1.589,1.769,,0.5186,35.261,1.2054,0.19348,,,,,1.39999,19.463,0.05108,24.7016,,,6.538,0.2329,,,,,,,,130.586
2021-03-01,,36.78,,2.72,7.936,,0.2082,1.8987,382.567,,1.977,,,,,,,,,,0.617,28.0316,,14.1287,0.54848,0.053163,,,,,302.3724,0.15752,0.039113,4.117,,,1.3667,,3.2344,,,,,,,0.0123232,10.868,,,0.09296,,,,,,17.658,0.6003,0.56982,0.38241,,0.0262899,,,,,1.02086,0.17878,,,,,0.12096,0.41326,4.8023,,1.2147,,0.1383,,19.081,4.6393,,9.389,,,,,,,4.8271,0.1878,0.800699,,,,,29.2517,,,,,1713.55,,,,0.416252,0.18807,,,14.6286,,,,0.02162,,,0.48996,0.38585,,,0.17622,,179.483,,,,,4.048,,2.55048,,,0.7493,,,,0.7971,0.17933,,1.5381,,,196.7,,,,,36142.51,,37.091,,57.422,1919.37,,,399.12,0.08982,,3.496,59.378,2.1076,0.5082,,3.16184,,,2.7382,,0.08345,,,,0.5025,0.6989,0.8654,,,,79.87,,0.42224,,16.7494,0.13305,0.72674,,,,,,0.351,16.97,,190.8556,14.704,1.9123,2.815,,8.279,1.8818,,,,0.07743,0.17646,,,12.32709,,,0.041963,0.3218,0.8008,,,1.02901,39.901,,,4.8021,58740.55,,0.015959,0.1076,1.7339,1.19191,,,,,,,,0.9998,,0.36058,,0.9996,,,,0.08378,0.0167518,,1.1737,,,,0.045573,,,0.4056,,14.153,5.1842,18.6631,51.333,2111.4,,0.3949,1.74207,66.8,,,5.9514,0.15333,0.56211,,28.7218,,10.38,,0.04035,0.087721,,1.091,,,,,,19.3861,541.06,,21.7171,,3.845,0.022085,,7.435,,,3.503,,,,,0.74945,0.025808,37.0765,0.00065416,0.0537699,,10.94,,,,,8.938,6.2627,9.2442,2.6626,1.1427,,,,,52.339,18.072,,4.3409,0.066141,,18.06,,5.926,495.497,,,0.50034,3.0308,0.21849,5.9933,,222.44,,12.8302,0.3363,,,,,,,,,,158.22,,1.71923,3.134,,1.0245,50.778,2.684,0.45266,,,,,5.68904,24.701,0.07411,29.4167,,,10.363,0.35995,1.117,,,,,,,139.716
2021-04-01,,35.109,,3.263,15.4,,0.1844,2.2598,444.72,,1.8589,10.07,,,,,,,,,0.6835,40.624,,36.317,0.56087,0.069114,,,,,622.65,0.17705,0.039344,4.387,,,1.4029,,2.6711,,,,,,,0.0114345,10.929,,,0.13223,,,,,,18.197,0.5477,1.5988,0.41297,,0.023236,,,,,1.4882,0.16075,,,,0.4276,0.11792,0.35629,4.0658,,2.1836,,0.1062,,22.704,5.4082,,15.021,,,,,,,5.6108,0.69036,0.6211,,,,,25.336,,,,,1784.38,,,,0.35815,0.17149,,,17.6534,,,,0.018097,,,0.42955,0.63746,,,0.15268,40.486,206.02,,,,,3.992,,2.7652,,,0.656,,,,2.8386,0.16937,,2.1512,,4.3026,271.13,,,,,48905.73,,34.636,,61.891,2772.42,,,741.65,0.0918,,5.247,48.169,1.8399,0.3886,,2.2719,,,2.4991,,0.06589,,,,0.3901,0.6535,0.9294,,,,84.345,,0.74068,,17.25,0.13072,0.60008,,,,,,0.3303,15.538,,163.92,14.332,1.8636,2.0788,,8.262,1.8027,,,,0.051552,0.20508,,,11.184,,,0.026041,0.3616,0.67987,,,0.97686,54.719,,,6.4491,57694.27,,0.018353,0.08103,1.8373,1.3532,,,,,,,,0.9989,,0.29998,,0.9991,,,,0.06961,0.016071,,1.2021,,,,0.079,,,0.52966,0.2166,17.702,5.1958,16.689,120.37,4344.19,,0.2732,1.9334,112.212,,,4.0345,0.22337,0.52975,,32.8,,9.779,,0.03362,0.20098,,1.1463,,3.5309,,,,42.786,995.51,,14.849,,3.19,0.017086,,6.9061,,,2.361,,,,,0.66901,0.040828,36.522,0.0013659,0.33746,,10.463,,,,,12.153,5.427,9.1557,3.0418,1.2636,3.366,,,,69.677,43.742,,5.64,0.06236,,40.794,,5.6015,406.11,,,0.57029,2.5999,0.17516,5.5601,,319.62,,21.6,0.3698,,,,,,,,,,245.37,,1.5594,3.338,,1.0069,96.965,2.878,0.40332,,,,,10.2168,25.403,0.15071,38.1,,,10.104,0.82066,1.0,,,,,43.737,,183.77
2021-05-01,,27.894,,1.693,12.631,,0.0994,1.5886,382.44,114.65,1.086,6.66,,,,,,,,,0.5206,28.239,,70.019,0.36864,0.032602,,,,,353.33,0.10621,0.022727,2.012,,,0.9359,,1.0999,,,,,,,0.0039182,7.651,,,0.07679,,,,,,13.316,0.3313,1.0409,0.22202,,0.009168,,,,,0.8487,0.08105,,,,0.2066,0.04446,0.21228,2.1744,,0.9983,,0.0436,,13.962,3.4971,,12.402,,,,,,,3.606,0.37074,0.33413,,,,,11.086,,,,15.304,1916.9,,,,0.34008,0.084,,,7.4392,,,,0.00863,,,0.22332,0.71588,,,0.10145,17.1,170.87,,,,,1.625,,1.6258,,,0.4342,,,,1.8353,0.08585,,1.1147,,4.1434,187.97,,,,,46962.62,,12.588,,30.757,2706.15,,,435.51,0.03978,,2.115,21.174,0.6719,0.3417,,1.0685,,,1.3358,,0.04622,,,,0.183,0.41,0.5507,,,,62.772,,0.3207,,8.965,0.06826,0.32775,,,,,9.28e-06,0.202,8.406,,72.52,12.474,0.9272,1.0934,,8.55,1.0201,,,,0.023076,0.11584,,,7.106,,,0.014642,0.1846,0.226,,,0.56589,34.026,,,6.6297,37253.81,,0.009545,0.05164,1.1439,1.7373,,,,,,,,0.9999,,0.23348,,0.9997,,,,0.03449,0.009011,,1.2228,,,,0.027455,,,0.40243,0.1459,10.482,2.9105,6.546,107.6,3597.27,,0.1292,0.8674,33.178,,,2.2551,0.09455,0.33453,,18.14,,6.105,,0.01557,0.12588,,0.5947,,1.6612,,,,32.75,702.46,,7.947,,1.344,0.009402,,4.7585,,,0.82,,,7.0,,0.4546,0.01784,23.264,0.00053,0.32557,,6.119,,,,,7.571,3.579,3.5808,4.8558,0.7679,1.707,,,,52.2,16.553,24.04,3.2055,0.025664,,17.926,,3.601,371.0,,,0.28159,1.1341,0.08355,3.3548,,197.42,,9.374,0.1871,,,,,,,,,,161.65,,0.7933,1.956,,1.0609,55.865,1.5462,0.23484,,,,,4.9429,13.843,0.06629,32.098,,,13.878,1.87126,0.409,,,,,23.559,,103.75
2021-06-01,,0.022,,1.681,6.77,0.8942,0.0642,1.7349,251.08,49.94,0.6885,3.79,,,,,,,,,0.3317,19.278,7.74,57.551,0.26794,0.022451,,,,,303.71,0.07931,0.016965,1.211,,,0.8833,,0.7216,,,,,,,0.0026347,6.072,,,0.06828,,,,,,7.348,0.2311,0.7063,0.15536,,0.00865,,,,,0.58,0.05602,,,,0.0784,0.03197,0.14877,1.177,,0.7897,,0.0259,,12.045,3.0815,,7.68,,,,,,,3.0432,0.22393,0.24488,,,,,6.589,0.49615,,,10.348,1777.22,,,,0.41198,0.05644,,,3.921,,,,0.007666,,,0.14844,0.44876,,,0.06714,14.38,142.7,,,,,0.937,,1.1631,,,0.3037,,,,1.1998,0.11824,,0.8676,,1.939,144.26,,,,,33843.07,,9.402,,22.226,2275.68,,,338.19,0.02434,,2.025,14.644,0.7477,0.1773,,0.7848,,,0.977,,0.02937,,,,0.106,0.261,0.3837,,,,40.291,,0.24121,,5.957,0.05222,0.22804,,,,,8.82e-06,0.1597,4.563,0.02305,60.4,8.158,0.6133,0.844,,8.253,0.7425,,,,0.017406,0.08791,,,6.917,,,0.012583,0.1628,0.17413,,,0.37363,27.481,,,4.1383,35045.0,,0.006951,0.04281,0.7495,1.3853,,,6.236,,,,,0.9999,,0.1956,,0.9998,,,,0.02553,0.006132,,1.1856,,,,0.019055,,,0.28389,0.1338,7.26,2.3285,6.565,68.26,2680.61,,0.1173,0.4845,19.487,,,1.7561,0.05132,0.24827,,11.949,,5.053,,0.01176,0.09134,,0.3888,,1.3933,,,,35.51,526.8,,5.902,,0.726,0.005875,,3.3596,,,0.455,,,3.683,,0.23933,0.013311,16.402,0.0004167,0.25391,,3.935,,,,,5.307,2.6789,2.4036,2.9445,0.6158,1.166,,,,36.104,12.532,19.62,2.5355,0.018855,,13.836,,4.2226,215.05,,,0.2538,0.8365,0.08049,2.0907,,145.62,,6.924,0.1553,,,,,,,,,,130.91,,0.5914,1.815,,0.8245,36.648,0.594,0.152,,,,,5.6709,9.93,0.04865,19.516,1.0241,,8.528,1.16878,0.252,,,,,15.5,,85.14
2021-07-01,,0.02519,,1.63,6.487,0.7602,0.0629,2.016,331.1,41.97,0.8055,4.18,,,,,,,,,0.392,21.767,7.17,51.324,0.25173,0.0274,,,,24.36,332.38,0.08502,0.017341,1.38,,,0.8395,,0.9718,,,,,,,0.0024962,8.755,,,0.06396,,,,,,10.138,0.2375,0.746,0.30594,78.71,0.008308,,,,1.28175,0.7174,0.07754,,,,0.3053,0.04044,0.3226,1.7515,,1.2661,,0.0407,,12.598,2.7698,,7.986,,,,,,,3.0355,0.25938,0.63793,,,,,8.95,0.39898,,,11.678,1818.55,,,1.188,0.3292,0.06598,,,13.6228,,,,0.0073,,,0.17153,0.43184,,,0.07846,22.005,155.69,,,,,1.226,,1.4413,,,0.4188,,,,1.1251,0.10002,,0.9318,,2.0132,144.37,,,,,33056.01,,11.69,,21.562,2531.05,,,405.81,0.03195,,2.154,17.282,0.7262,0.1632,,1.1624,,,1.0945,,0.0328,,,,0.1348,0.2889,0.4781,,,,40.667,,0.25626,,6.476,0.05318,0.40334,,,,,6.25e-06,0.1968,10.322,0.02173,52.02,8.863,0.6112,1.0414,,14.763,0.8192,,,,0.021473,0.08365,,,6.102,,,0.010417,0.1911,0.22901,,,0.43851,35.148,,,4.068,41461.83,,0.006674,0.05195,0.8577,1.3193,,,8.05,,,12.965,,0.9994,,0.21443,,0.9995,,,,0.02616,0.006315,,1.1756,,,,0.020263,,135.0,0.28422,0.2292,12.6,2.2288,10.735,58.567,2977.72,,0.1127,0.6355,29.781,,,2.2653,0.05833,0.28726,,13.525,,7.001,,0.014,0.08962,,0.4021,,1.564,,,,36.744,545.98,,6.037,,0.966,0.008017,,3.5383,,,0.782,,,5.54,,0.25649,0.014978,16.784,0.0003577,0.20765,,4.362,,,,,5.512,3.1795,3.5746,3.3093,0.6519,1.478,,,,38.338,24.955,18.81,2.3755,0.023883,,15.957,,5.2446,198.34,,,0.26502,1.0024,0.07639,2.4003,,163.77,,7.086,0.1435,,,,,,,,,,111.15,,0.6262,1.712,,0.8193,45.81,0.8012,0.13713,,,,,42.4886,9.091,0.0459,22.713,1.0569,,13.882,1.08246,0.215,,,,,15.728,,86.78
